ProductKey,OrderDate,OrderDateKey,CustomerKey,SalesTerritoryKey,SalesOrderNumber,SalesOrderLineNumber,OrderQuantity,UnitPrice,ExtendedAmount,UnitPriceDiscountPct,DiscountAmount,ProductStandardCost,TotalProductCost,SalesAmount,TaxAmt,Freight
312,2/17/2019,20190217,28624,6,SO45450,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568
313,2/19/2019,20190219,27752,6,SO45457,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568
311,2/20/2019,20190220,28646,6,SO45461,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568
310,2/20/2019,20190220,28647,6,SO45462,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568
312,2/22/2019,20190222,28177,6,SO45470,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568
311,2/25/2019,20190225,27672,6,SO45491,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568
314,2/26/2019,20190226,29340,6,SO45496,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568
311,2/26/2019,20190226,28354,6,SO45497,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568
312,2/26/2019,20190226,28574,6,SO45498,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568
314,2/26/2019,20190226,28626,6,SO45499,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568
314,2/26/2019,20190226,28173,6,SO45502,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568
314,2/28/2019,20190228,28051,6,SO45514,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568
312,3/1/2019,20190301,28656,6,SO45582,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568
312,3/12/2019,20190312,28652,6,SO45650,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568
368,7/6/2019,20190706,28663,6,SO46724,1,1,2443.35,2443.35,0,0,1518.7864,1518.7864,2443.35,195.468,61.0838
370,7/8/2019,20190708,28766,6,SO46741,1,1,2443.35,2443.35,0,0,1518.7864,1518.7864,2443.35,195.468,61.0838
377,7/26/2019,20190726,28669,6,SO46886,1,1,2181.5625,2181.5625,0,0,1320.6838,1320.6838,2181.5625,174.525,54.5391
375,8/6/2019,20190806,28819,6,SO47109,1,1,2181.5625,2181.5625,0,0,1320.6838,1320.6838,2181.5625,174.525,54.5391
370,8/6/2019,20190806,28850,6,SO47110,1,1,2443.35,2443.35,0,0,1518.7864,1518.7864,2443.35,195.468,61.0838
375,8/7/2019,20190807,28832,6,SO47121,1,1,2181.5625,2181.5625,0,0,1320.6838,1320.6838,2181.5625,174.525,54.5391
373,8/12/2019,20190812,28837,6,SO47156,1,1,2181.5625,2181.5625,0,0,1320.6838,1320.6838,2181.5625,174.525,54.5391
377,8/14/2019,20190814,28848,6,SO47179,1,1,2181.5625,2181.5625,0,0,1320.6838,1320.6838,2181.5625,174.525,54.5391
373,8/15/2019,20190815,28818,6,SO47189,1,1,2181.5625,2181.5625,0,0,1320.6838,1320.6838,2181.5625,174.525,54.5391
368,8/18/2019,20190818,28836,6,SO47215,1,1,2443.35,2443.35,0,0,1518.7864,1518.7864,2443.35,195.468,61.0838
368,8/20/2019,20190820,28834,6,SO47237,1,1,2443.35,2443.35,0,0,1518.7864,1518.7864,2443.35,195.468,61.0838
371,8/24/2019,20190824,29013,6,SO47272,1,1,2181.5625,2181.5625,0,0,1320.6838,1320.6838,2181.5625,174.525,54.5391
373,8/25/2019,20190825,29135,6,SO47285,1,1,2181.5625,2181.5625,0,0,1320.6838,1320.6838,2181.5625,174.525,54.5391
368,9/18/2019,20190918,29149,6,SO47572,1,1,2443.35,2443.35,0,0,1518.7864,1518.7864,2443.35,195.468,61.0838
375,9/19/2019,20190919,29152,6,SO47581,1,1,2181.5625,2181.5625,0,0,1320.6838,1320.6838,2181.5625,174.525,54.5391
373,10/24/2019,20191024,29336,6,SO47905,1,1,2181.5625,2181.5625,0,0,1320.6838,1320.6838,2181.5625,174.525,54.5391
368,10/25/2019,20191025,29159,6,SO47913,1,1,2443.35,2443.35,0,0,1518.7864,1518.7864,2443.35,195.468,61.0838
377,10/27/2019,20191027,29154,6,SO47928,1,1,2181.5625,2181.5625,0,0,1320.6838,1320.6838,2181.5625,174.525,54.5391
368,10/27/2019,20191027,29281,6,SO47929,1,1,2443.35,2443.35,0,0,1518.7864,1518.7864,2443.35,195.468,61.0838
529,7/2/2021,20210702,11276,6,SO74192,1,1,3.99,3.99,0,0,1.4923,1.4923,3.99,0.3192,0.0998
237,7/2/2021,20210702,11530,6,SO74194,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498
528,7/2/2021,20210702,11276,6,SO74196,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248
536,7/2/2021,20210702,18320,6,SO74199,1,1,29.99,29.99,0,0,11.2163,11.2163,29.99,2.3992,0.7498
478,7/2/2021,20210702,12055,6,SO74200,1,1,9.99,9.99,0,0,3.7363,3.7363,9.99,0.7992,0.2498
478,7/2/2021,20210702,29282,6,SO74201,1,1,9.99,9.99,0,0,3.7363,3.7363,9.99,0.7992,0.2498
477,7/2/2021,20210702,24255,6,SO74204,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248
477,7/2/2021,20210702,24967,6,SO74205,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248
528,7/2/2021,20210702,23485,6,SO74206,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248
530,7/3/2021,20210703,11300,6,SO74226,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248
478,7/3/2021,20210703,13071,6,SO74228,1,1,9.99,9.99,0,0,3.7363,3.7363,9.99,0.7992,0.2498
477,7/3/2021,20210703,26461,6,SO74231,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248
485,7/3/2021,20210703,20508,6,SO74233,1,1,21.98,21.98,0,0,8.2205,8.2205,21.98,1.7584,0.5495
485,7/3/2021,20210703,20330,6,SO74234,1,1,21.98,21.98,0,0,8.2205,8.2205,21.98,1.7584,0.5495
537,7/3/2021,20210703,11185,6,SO74245,1,1,35,35,0,0,13.09,13.09,35,2.8,0.875
485,7/3/2021,20210703,19223,6,SO74249,1,1,21.98,21.98,0,0,8.2205,8.2205,21.98,1.7584,0.5495
485,7/3/2021,20210703,18812,6,SO74250,1,1,21.98,21.98,0,0,8.2205,8.2205,21.98,1.7584,0.5495
528,7/4/2021,20210704,21925,6,SO74268,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248
537,7/4/2021,20210704,11142,6,SO74272,1,1,35,35,0,0,13.09,13.09,35,2.8,0.875
485,7/4/2021,20210704,17491,6,SO74276,1,1,21.98,21.98,0,0,8.2205,8.2205,21.98,1.7584,0.5495
528,7/5/2021,20210705,17867,6,SO74287,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248
476,7/5/2021,20210705,12795,6,SO74290,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498
477,7/5/2021,20210705,25101,6,SO74291,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248
528,7/5/2021,20210705,28245,6,SO74292,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248
485,7/5/2021,20210705,18535,6,SO74295,1,1,21.98,21.98,0,0,8.2205,8.2205,21.98,1.7584,0.5495
479,7/6/2021,20210706,11632,6,SO74306,1,1,8.99,8.99,0,0,3.3623,3.3623,8.99,0.7192,0.2248
541,7/6/2021,20210706,13760,6,SO74313,1,1,28.99,28.99,0,0,10.8423,10.8423,28.99,2.3192,0.7248
540,7/6/2021,20210706,11287,6,SO74316,1,1,32.6,32.6,0,0,12.1924,12.1924,32.6,2.608,0.815
536,7/6/2021,20210706,17657,6,SO74317,1,1,29.99,29.99,0,0,11.2163,11.2163,29.99,2.3992,0.7498
476,7/6/2021,20210706,27377,6,SO74320,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498
477,7/6/2021,20210706,11723,6,SO74321,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248
477,7/6/2021,20210706,12056,6,SO74323,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248
528,7/6/2021,20210706,23350,6,SO74326,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248
528,7/6/2021,20210706,19525,6,SO74327,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248
540,7/7/2021,20210707,14371,6,SO74344,1,1,32.6,32.6,0,0,12.1924,12.1924,32.6,2.608,0.815
535,7/7/2021,20210707,21703,6,SO74345,1,1,24.99,24.99,0,0,9.3463,9.3463,24.99,1.9992,0.6248
535,7/7/2021,20210707,20087,6,SO74347,1,1,24.99,24.99,0,0,9.3463,9.3463,24.99,1.9992,0.6248
529,7/7/2021,20210707,16071,6,SO74350,1,1,3.99,3.99,0,0,1.4923,1.4923,3.99,0.3192,0.0998
485,7/7/2021,20210707,16133,6,SO74363,1,1,21.98,21.98,0,0,8.2205,8.2205,21.98,1.7584,0.5495
214,7/8/2021,20210708,11091,6,SO74373,1,1,34.99,34.99,0,0,13.0863,13.0863,34.99,2.7992,0.8748
489,7/8/2021,20210708,14265,6,SO74374,1,1,53.99,53.99,0,0,41.5723,41.5723,53.99,4.3192,1.3498
530,7/8/2021,20210708,13762,6,SO74381,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248
529,7/8/2021,20210708,16800,6,SO74383,1,1,3.99,3.99,0,0,1.4923,1.4923,3.99,0.3192,0.0998
529,7/8/2021,20210708,16948,6,SO74384,1,1,3.99,3.99,0,0,1.4923,1.4923,3.99,0.3192,0.0998
477,7/8/2021,20210708,24663,6,SO74393,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248
485,7/8/2021,20210708,18642,6,SO74399,1,1,21.98,21.98,0,0,8.2205,8.2205,21.98,1.7584,0.5495
528,7/8/2021,20210708,12203,6,SO74411,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248
485,7/8/2021,20210708,16849,6,SO74414,1,1,21.98,21.98,0,0,8.2205,8.2205,21.98,1.7584,0.5495
538,7/9/2021,20210709,11659,6,SO74424,1,1,21.49,21.49,0,0,8.0373,8.0373,21.49,1.7192,0.5373
535,7/9/2021,20210709,11223,6,SO74425,1,1,24.99,24.99,0,0,9.3463,9.3463,24.99,1.9992,0.6248
540,7/9/2021,20210709,16370,6,SO74427,1,1,32.6,32.6,0,0,12.1924,12.1924,32.6,2.608,0.815
478,7/9/2021,20210709,13267,6,SO74431,1,1,9.99,9.99,0,0,3.7363,3.7363,9.99,0.7992,0.2498
478,7/9/2021,20210709,13944,6,SO74432,1,1,9.99,9.99,0,0,3.7363,3.7363,9.99,0.7992,0.2498
528,7/9/2021,20210709,23363,6,SO74433,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248
535,7/10/2021,20210710,11262,6,SO74446,1,1,24.99,24.99,0,0,9.3463,9.3463,24.99,1.9992,0.6248
538,7/10/2021,20210710,11277,6,SO74447,1,1,21.49,21.49,0,0,8.0373,8.0373,21.49,1.7192,0.5373
540,7/10/2021,20210710,15868,6,SO74450,1,1,32.6,32.6,0,0,12.1924,12.1924,32.6,2.608,0.815
540,7/10/2021,20210710,14632,6,SO74451,1,1,32.6,32.6,0,0,12.1924,12.1924,32.6,2.608,0.815
476,7/10/2021,20210710,11211,6,SO74455,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498
485,7/10/2021,20210710,19150,6,SO74457,1,1,21.98,21.98,0,0,8.2205,8.2205,21.98,1.7584,0.5495
485,7/10/2021,20210710,15856,6,SO74466,1,1,21.98,21.98,0,0,8.2205,8.2205,21.98,1.7584,0.5495
485,7/10/2021,20210710,17338,6,SO74467,1,1,21.98,21.98,0,0,8.2205,8.2205,21.98,1.7584,0.5495
485,7/10/2021,20210710,17126,6,SO74468,1,1,21.98,21.98,0,0,8.2205,8.2205,21.98,1.7584,0.5495
539,7/11/2021,20210711,11091,6,SO74480,1,1,24.99,24.99,0,0,9.3463,9.3463,24.99,1.9992,0.6248
540,7/11/2021,20210711,20082,6,SO74481,1,1,32.6,32.6,0,0,12.1924,12.1924,32.6,2.608,0.815
535,7/11/2021,20210711,22014,6,SO74483,1,1,24.99,24.99,0,0,9.3463,9.3463,24.99,1.9992,0.6248
536,7/11/2021,20210711,18317,6,SO74485,1,1,29.99,29.99,0,0,11.2163,11.2163,29.99,2.3992,0.7498
536,7/11/2021,20210711,13096,6,SO74487,1,1,29.99,29.99,0,0,11.2163,11.2163,29.99,2.3992,0.7498
476,7/11/2021,20210711,12431,6,SO74488,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498
528,7/11/2021,20210711,22969,6,SO74490,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248
528,7/11/2021,20210711,22771,6,SO74491,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248
528,7/11/2021,20210711,19411,6,SO74493,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248
529,7/12/2021,20210712,14282,6,SO74509,1,1,3.99,3.99,0,0,1.4923,1.4923,3.99,0.3192,0.0998
529,7/12/2021,20210712,11498,6,SO74511,1,1,3.99,3.99,0,0,1.4923,1.4923,3.99,0.3192,0.0998
529,7/12/2021,20210712,16772,6,SO74513,1,1,3.99,3.99,0,0,1.4923,1.4923,3.99,0.3192,0.0998
540,7/12/2021,20210712,14765,6,SO74514,1,1,32.6,32.6,0,0,12.1924,12.1924,32.6,2.608,0.815
536,7/12/2021,20210712,11200,6,SO74516,1,1,29.99,29.99,0,0,11.2163,11.2163,29.99,2.3992,0.7498
476,7/12/2021,20210712,16902,6,SO74518,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498
474,7/12/2021,20210712,18077,6,SO74521,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498
477,7/12/2021,20210712,11824,6,SO74522,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248
480,7/13/2021,20210713,11500,6,SO74536,1,1,2.29,2.29,0,0,0.8565,0.8565,2.29,0.1832,0.0573
535,7/13/2021,20210713,12430,6,SO74540,1,1,24.99,24.99,0,0,9.3463,9.3463,24.99,1.9992,0.6248
540,7/13/2021,20210713,13708,6,SO74541,1,1,32.6,32.6,0,0,12.1924,12.1924,32.6,2.608,0.815
483,7/14/2021,20210714,11019,6,SO74561,1,1,120,120,0,0,44.88,44.88,120,9.6,3
535,7/14/2021,20210714,11212,6,SO74563,1,1,24.99,24.99,0,0,9.3463,9.3463,24.99,1.9992,0.6248
540,7/14/2021,20210714,14724,6,SO74565,1,1,32.6,32.6,0,0,12.1924,12.1924,32.6,2.608,0.815
528,7/14/2021,20210714,23290,6,SO74570,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248
528,7/14/2021,20210714,20499,6,SO74572,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248
528,7/14/2021,20210714,11519,6,SO74579,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248
530,7/15/2021,20210715,11019,6,SO74593,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248
530,7/15/2021,20210715,11176,6,SO74596,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248
535,7/15/2021,20210715,11287,6,SO74597,1,1,24.99,24.99,0,0,9.3463,9.3463,24.99,1.9992,0.6248
488,7/16/2021,20210716,11262,6,SO74624,1,1,53.99,53.99,0,0,41.5723,41.5723,53.99,4.3192,1.3498
529,7/16/2021,20210716,11142,6,SO74625,1,1,3.99,3.99,0,0,1.4923,1.4923,3.99,0.3192,0.0998
478,7/16/2021,20210716,16106,6,SO74632,1,1,9.99,9.99,0,0,3.7363,3.7363,9.99,0.7992,0.2498
475,7/16/2021,20210716,11176,6,SO74634,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498
477,7/16/2021,20210716,23719,6,SO74641,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248
528,7/16/2021,20210716,21441,6,SO74642,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248
537,7/16/2021,20210716,12196,6,SO74647,1,1,35,35,0,0,13.09,13.09,35,2.8,0.875
537,7/16/2021,20210716,13491,6,SO74648,1,1,35,35,0,0,13.09,13.09,35,2.8,0.875
481,7/16/2021,20210716,19220,6,SO74650,1,1,8.99,8.99,0,0,3.3623,3.3623,8.99,0.7192,0.2248
540,7/17/2021,20210717,11277,6,SO74660,1,1,32.6,32.6,0,0,12.1924,12.1924,32.6,2.608,0.815
540,7/17/2021,20210717,14906,6,SO74661,1,1,32.6,32.6,0,0,12.1924,12.1924,32.6,2.608,0.815
536,7/17/2021,20210717,11698,6,SO74662,1,1,29.99,29.99,0,0,11.2163,11.2163,29.99,2.3992,0.7498
477,7/17/2021,20210717,11823,6,SO74668,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248
529,7/18/2021,20210718,11711,6,SO74698,1,1,3.99,3.99,0,0,1.4923,1.4923,3.99,0.3192,0.0998
529,7/18/2021,20210718,11176,6,SO74699,1,1,3.99,3.99,0,0,1.4923,1.4923,3.99,0.3192,0.0998
528,7/18/2021,20210718,17680,6,SO74700,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248
477,7/18/2021,20210718,13289,6,SO74701,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248
477,7/18/2021,20210718,26810,6,SO74703,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248
477,7/18/2021,20210718,26100,6,SO74704,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248
477,7/18/2021,20210718,12159,6,SO74706,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248
535,7/19/2021,20210719,11277,6,SO74728,1,1,24.99,24.99,0,0,9.3463,9.3463,24.99,1.9992,0.6248
477,7/19/2021,20210719,11869,6,SO74736,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248
485,7/19/2021,20210719,19000,6,SO74738,1,1,21.98,21.98,0,0,8.2205,8.2205,21.98,1.7584,0.5495
537,7/19/2021,20210719,12055,6,SO74751,1,1,35,35,0,0,13.09,13.09,35,2.8,0.875
529,7/20/2021,20210720,11212,6,SO74759,1,1,3.99,3.99,0,0,1.4923,1.4923,3.99,0.3192,0.0998
540,7/20/2021,20210720,15197,6,SO74762,1,1,32.6,32.6,0,0,12.1924,12.1924,32.6,2.608,0.815
528,7/20/2021,20210720,19872,6,SO74768,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248
485,7/20/2021,20210720,22217,6,SO74770,1,1,21.98,21.98,0,0,8.2205,8.2205,21.98,1.7584,0.5495
484,7/21/2021,20210721,11276,6,SO74784,1,1,7.95,7.95,0,0,2.9733,2.9733,7.95,0.636,0.1988
480,7/21/2021,20210721,11501,6,SO74793,1,1,2.29,2.29,0,0,0.8565,0.8565,2.29,0.1832,0.0573
536,7/21/2021,20210721,12077,6,SO74799,1,1,29.99,29.99,0,0,11.2163,11.2163,29.99,2.3992,0.7498
478,7/21/2021,20210721,13701,6,SO74800,1,1,9.99,9.99,0,0,3.7363,3.7363,9.99,0.7992,0.2498
478,7/21/2021,20210721,11740,6,SO74801,1,1,9.99,9.99,0,0,3.7363,3.7363,9.99,0.7992,0.2498
476,7/21/2021,20210721,28346,6,SO74803,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498
528,7/21/2021,20210721,21238,6,SO74805,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248
537,7/21/2021,20210721,15760,6,SO74808,1,1,35,35,0,0,13.09,13.09,35,2.8,0.875
538,7/22/2021,20210722,18317,6,SO74817,1,1,21.49,21.49,0,0,8.0373,8.0373,21.49,1.7192,0.5373
541,7/22/2021,20210722,13860,6,SO74818,1,1,28.99,28.99,0,0,10.8423,10.8423,28.99,2.3192,0.7248
529,7/22/2021,20210722,18749,6,SO74820,1,1,3.99,3.99,0,0,1.4923,1.4923,3.99,0.3192,0.0998
476,7/22/2021,20210722,11520,6,SO74822,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498
476,7/22/2021,20210722,12097,6,SO74824,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498
477,7/22/2021,20210722,27191,6,SO74825,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248
485,7/22/2021,20210722,16848,6,SO74840,1,1,21.98,21.98,0,0,8.2205,8.2205,21.98,1.7584,0.5495
485,7/22/2021,20210722,17450,6,SO74841,1,1,21.98,21.98,0,0,8.2205,8.2205,21.98,1.7584,0.5495
480,7/23/2021,20210723,11200,6,SO74855,1,1,2.29,2.29,0,0,0.8565,0.8565,2.29,0.1832,0.0573
530,7/23/2021,20210723,11507,6,SO74856,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248
536,7/23/2021,20210723,15847,6,SO74859,1,1,29.99,29.99,0,0,11.2163,11.2163,29.99,2.3992,0.7498
478,7/23/2021,20210723,15511,6,SO74861,1,1,9.99,9.99,0,0,3.7363,3.7363,9.99,0.7992,0.2498
478,7/23/2021,20210723,14096,6,SO74862,1,1,9.99,9.99,0,0,3.7363,3.7363,9.99,0.7992,0.2498
530,7/24/2021,20210724,11711,6,SO74887,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248
478,7/24/2021,20210724,15826,6,SO74892,1,1,9.99,9.99,0,0,3.7363,3.7363,9.99,0.7992,0.2498
475,7/24/2021,20210724,15377,6,SO74894,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498
474,7/24/2021,20210724,28025,6,SO74895,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498
537,7/24/2021,20210724,11501,6,SO74909,1,1,35,35,0,0,13.09,13.09,35,2.8,0.875
485,7/24/2021,20210724,16331,6,SO74911,1,1,21.98,21.98,0,0,8.2205,8.2205,21.98,1.7584,0.5495
485,7/24/2021,20210724,16667,6,SO74912,1,1,21.98,21.98,0,0,8.2205,8.2205,21.98,1.7584,0.5495
484,7/25/2021,20210725,11501,6,SO74913,1,1,7.95,7.95,0,0,2.9733,2.9733,7.95,0.636,0.1988
222,7/25/2021,20210725,11262,6,SO74919,1,1,34.99,34.99,0,0,13.0863,13.0863,34.99,2.7992,0.8748
539,7/25/2021,20210725,11506,6,SO74920,1,1,24.99,24.99,0,0,9.3463,9.3463,24.99,1.9992,0.6248
535,7/25/2021,20210725,11330,6,SO74922,1,1,24.99,24.99,0,0,9.3463,9.3463,24.99,1.9992,0.6248
541,7/25/2021,20210725,11276,6,SO74923,1,1,28.99,28.99,0,0,10.8423,10.8423,28.99,2.3192,0.7248
541,7/25/2021,20210725,14341,6,SO74925,1,1,28.99,28.99,0,0,10.8423,10.8423,28.99,2.3192,0.7248
478,7/25/2021,20210725,14504,6,SO74929,1,1,9.99,9.99,0,0,3.7363,3.7363,9.99,0.7992,0.2498
485,7/25/2021,20210725,16721,6,SO74936,1,1,21.98,21.98,0,0,8.2205,8.2205,21.98,1.7584,0.5495
231,7/26/2021,20210726,11131,6,SO74941,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498
536,7/26/2021,20210726,11823,6,SO74949,1,1,29.99,29.99,0,0,11.2163,11.2163,29.99,2.3992,0.7498
478,7/26/2021,20210726,16506,6,SO74952,1,1,9.99,9.99,0,0,3.7363,3.7363,9.99,0.7992,0.2498
478,7/26/2021,20210726,12136,6,SO74953,1,1,9.99,9.99,0,0,3.7363,3.7363,9.99,0.7992,0.2498
537,7/26/2021,20210726,13707,6,SO74966,1,1,35,35,0,0,13.09,13.09,35,2.8,0.875
529,7/27/2021,20210727,11331,6,SO74975,1,1,3.99,3.99,0,0,1.4923,1.4923,3.99,0.3192,0.0998
529,7/27/2021,20210727,11502,6,SO74977,1,1,3.99,3.99,0,0,1.4923,1.4923,3.99,0.3192,0.0998
529,7/27/2021,20210727,11642,6,SO74980,1,1,3.99,3.99,0,0,1.4923,1.4923,3.99,0.3192,0.0998
478,7/27/2021,20210727,15251,6,SO74983,1,1,9.99,9.99,0,0,3.7363,3.7363,9.99,0.7992,0.2498
